document_id,project_id,document_type,document_date,amount,contractor,location,file_path,extracted_text,status
DOC00870,P00870,Utilization Certificate,2024-06-14,2418000.0,Contractor_039,"Visakhapatnam, Andhra Pradesh",,"Document for project P00870. Type: Utilization Certificate. Amount: 2418000.0. Contractor: Contractor_039. Location: Visakhapatnam, Andhra Pradesh.",In Progress
DOC00871,P00871,Completion Certificate,2025-06-22,593000.0,Contractor_045,"Belagavi, Karnataka",,"Document for project P00871. Type: Completion Certificate. Amount: 593000.0. Contractor: Contractor_045. Location: Belagavi, Karnataka.",In Progress
DOC00872,P00872,Inspection Report,2025-09-23,2168000.0,Contractor_042,"Aurangabad, Maharashtra",,"Document for project P00872. Type: Inspection Report. Amount: 2168000.0. Contractor: Contractor_042. Location: Aurangabad, Maharashtra.",Completed
DOC00873,P00873,Sanction Letter,2025-07-02,866000.0,Contractor_060,"Howrah, West Bengal",,"Document for project P00873. Type: Sanction Letter. Amount: 866000.0. Contractor: Contractor_060. Location: Howrah, West Bengal.",Completed
DOC00874,P00874,Utilization Certificate,2025-02-27,1246000.0,Contractor_002,"Kota, Rajasthan",,"Document for project P00874. Type: Utilization Certificate. Amount: 1246000.0. Contractor: Contractor_002. Location: Kota, Rajasthan.",In Progress
DOC00875,P00875,Completion Certificate,2024-12-27,550000.0,Contractor_052,"Salem, Tamil Nadu",,"Document for project P00875. Type: Completion Certificate. Amount: 550000.0. Contractor: Contractor_052. Location: Salem, Tamil Nadu.",In Progress
DOC00876,P00876,Inspection Report,2026-04-26,1919000.0,Contractor_010,"Dharwad, Karnataka",,"Document for project P00876. Type: Inspection Report. Amount: 1919000.0. Contractor: Contractor_010. Location: Dharwad, Karnataka.",In Progress
DOC00877,P00877,Sanction Letter,2024-12-09,960000.0,Contractor_044,"Belagavi, Karnataka",,"Document for project P00877. Type: Sanction Letter. Amount: 960000.0. Contractor: Contractor_044. Location: Belagavi, Karnataka.",In Progress
DOC00878,P00878,Utilization Certificate,2024-05-09,552000.0,Contractor_005,"Chennai, Tamil Nadu",,"Document for project P00878. Type: Utilization Certificate. Amount: 552000.0. Contractor: Contractor_005. Location: Chennai, Tamil Nadu.",In Progress
DOC00879,P00879,Completion Certificate,2024-02-25,1243000.0,Contractor_026,"Pune, Maharashtra",,"Document for project P00879. Type: Completion Certificate. Amount: 1243000.0. Contractor: Contractor_026. Location: Pune, Maharashtra.",In Progress
DOC00880,P00880,Inspection Report,2024-12-09,1585000.0,Contractor_004,"Kollam, Kerala",,"Document for project P00880. Type: Inspection Report. Amount: 1585000.0. Contractor: Contractor_004. Location: Kollam, Kerala.",In Progress
DOC00881,P00881,Sanction Letter,2025-02-13,673000.0,Contractor_012,"Kota, Rajasthan",,"Document for project P00881. Type: Sanction Letter. Amount: 673000.0. Contractor: Contractor_012. Location: Kota, Rajasthan.",In Progress
DOC00882,P00882,Utilization Certificate,2024-05-29,730000.0,Contractor_008,"Malda, West Bengal",,"Document for project P00882. Type: Utilization Certificate. Amount: 730000.0. Contractor: Contractor_008. Location: Malda, West Bengal.",In Progress
DOC00883,P00883,Completion Certificate,2025-11-13,3504000.0,Contractor_049,"Vadodara, Gujarat",,"Document for project P00883. Type: Completion Certificate. Amount: 3504000.0. Contractor: Contractor_049. Location: Vadodara, Gujarat.",In Progress
DOC00884,P00884,Inspection Report,2025-01-07,755000.0,Contractor_057,"Udaipur, Rajasthan",,"Document for project P00884. Type: Inspection Report. Amount: 755000.0. Contractor: Contractor_057. Location: Udaipur, Rajasthan.",In Progress
DOC00885,P00885,Sanction Letter,2024-07-31,1897000.0,Contractor_046,"Nizamabad, Telangana",,"Document for project P00885. Type: Sanction Letter. Amount: 1897000.0. Contractor: Contractor_046. Location: Nizamabad, Telangana.",In Progress
DOC00886,P00886,Utilization Certificate,2025-07-12,2646000.0,Contractor_027,"Chennai, Tamil Nadu",,"Document for project P00886. Type: Utilization Certificate. Amount: 2646000.0. Contractor: Contractor_027. Location: Chennai, Tamil Nadu.",In Progress
DOC00887,P00887,Completion Certificate,2024-07-02,1448000.0,Contractor_010,"Kozhikode, Kerala",,"Document for project P00887. Type: Completion Certificate. Amount: 1448000.0. Contractor: Contractor_010. Location: Kozhikode, Kerala.",In Progress
DOC00888,P00888,Inspection Report,2024-12-09,1175000.0,Contractor_003,"Ahmedabad, Gujarat",,"Document for project P00888. Type: Inspection Report. Amount: 1175000.0. Contractor: Contractor_003. Location: Ahmedabad, Gujarat.",In Progress
DOC00889,P00889,Sanction Letter,2024-09-21,2105000.0,Contractor_006,"Aurangabad, Maharashtra",,"Document for project P00889. Type: Sanction Letter. Amount: 2105000.0. Contractor: Contractor_006. Location: Aurangabad, Maharashtra.",In Progress
DOC00890,P00890,Utilization Certificate,2026-02-14,1184000.0,Contractor_042,"Malda, West Bengal",,"Document for project P00890. Type: Utilization Certificate. Amount: 1184000.0. Contractor: Contractor_042. Location: Malda, West Bengal.",In Progress
DOC00891,P00891,Completion Certificate,2025-12-23,513000.0,Contractor_060,"Vadodara, Gujarat",,"Document for project P00891. Type: Completion Certificate. Amount: 513000.0. Contractor: Contractor_060. Location: Vadodara, Gujarat.",Delayed
DOC00892,P00892,Inspection Report,2025-04-15,1367000.0,Contractor_029,"Ernakulam, Kerala",,"Document for project P00892. Type: Inspection Report. Amount: 1367000.0. Contractor: Contractor_029. Location: Ernakulam, Kerala.",In Progress
DOC00893,P00893,Sanction Letter,2025-07-14,9114000.0,Contractor_057,"Ernakulam, Kerala",,"Document for project P00893. Type: Sanction Letter. Amount: 9114000.0. Contractor: Contractor_057. Location: Ernakulam, Kerala.",In Progress
DOC00894,P00894,Utilization Certificate,2025-10-30,978000.0,Contractor_041,"Ernakulam, Kerala",,"Document for project P00894. Type: Utilization Certificate. Amount: 978000.0. Contractor: Contractor_041. Location: Ernakulam, Kerala.",In Progress
DOC00895,P00895,Completion Certificate,2024-10-27,1555000.0,Contractor_047,"Ernakulam, Kerala",,"Document for project P00895. Type: Completion Certificate. Amount: 1555000.0. Contractor: Contractor_047. Location: Ernakulam, Kerala.",Delayed
DOC00896,P00896,Inspection Report,2025-05-03,17468000.0,Contractor_020,"Karimnagar, Telangana",,"Document for project P00896. Type: Inspection Report. Amount: 17468000.0. Contractor: Contractor_020. Location: Karimnagar, Telangana.",In Progress
DOC00897,P00897,Sanction Letter,2024-06-20,2434000.0,Contractor_023,"Hyderabad, Telangana",,"Document for project P00897. Type: Sanction Letter. Amount: 2434000.0. Contractor: Contractor_023. Location: Hyderabad, Telangana.",Completed
DOC00898,P00898,Utilization Certificate,2026-01-26,5926000.0,Contractor_039,"Thrissur, Kerala",,"Document for project P00898. Type: Utilization Certificate. Amount: 5926000.0. Contractor: Contractor_039. Location: Thrissur, Kerala.",In Progress
DOC00899,P00899,Completion Certificate,2024-02-04,961000.0,Contractor_025,"Thrissur, Kerala",,"Document for project P00899. Type: Completion Certificate. Amount: 961000.0. Contractor: Contractor_025. Location: Thrissur, Kerala.",In Progress
DOC00900,P00900,Inspection Report,2026-01-16,1906000.0,Contractor_019,"Hyderabad, Telangana",,"Document for project P00900. Type: Inspection Report. Amount: 1906000.0. Contractor: Contractor_019. Location: Hyderabad, Telangana.",In Progress
DOC00901,P00901,Sanction Letter,2024-01-31,4267500.0,Different Contractor,Different Location,,Document for project P00901. Type: Sanction Letter. Amount: 4267500.0. Contractor: Different Contractor. Location: Different Location.,Delayed
DOC00902,P00902,Utilization Certificate,2025-09-24,919000.0,Contractor_034,"Cuttack, Odisha",,"Document for project P00902. Type: Utilization Certificate. Amount: 919000.0. Contractor: Contractor_034. Location: Cuttack, Odisha.",In Progress
DOC00903,P00903,Completion Certificate,2025-06-11,408000.0,Contractor_031,"Warangal, Telangana",,"Document for project P00903. Type: Completion Certificate. Amount: 408000.0. Contractor: Contractor_031. Location: Warangal, Telangana.",In Progress
DOC00904,P00904,Inspection Report,2024-03-30,729000.0,Contractor_031,"Aurangabad, Maharashtra",,"Document for project P00904. Type: Inspection Report. Amount: 729000.0. Contractor: Contractor_031. Location: Aurangabad, Maharashtra.",In Progress
DOC00905,P00905,Sanction Letter,2024-10-11,48000.0,Contractor_010,"Cuttack, Odisha",,"Document for project P00905. Type: Sanction Letter. Amount: 48000.0. Contractor: Contractor_010. Location: Cuttack, Odisha.",In Progress
DOC00906,P00906,Utilization Certificate,2025-09-04,1370000.0,Contractor_033,"Nagpur, Maharashtra",,"Document for project P00906. Type: Utilization Certificate. Amount: 1370000.0. Contractor: Contractor_033. Location: Nagpur, Maharashtra.",In Progress
DOC00907,P00907,Completion Certificate,2025-03-08,456000.0,Contractor_041,"Madurai, Tamil Nadu",,"Document for project P00907. Type: Completion Certificate. Amount: 456000.0. Contractor: Contractor_041. Location: Madurai, Tamil Nadu.",In Progress
DOC00908,P00908,Inspection Report,2024-09-22,3224000.0,Contractor_019,"Surat, Gujarat",,"Document for project P00908. Type: Inspection Report. Amount: 3224000.0. Contractor: Contractor_019. Location: Surat, Gujarat.",In Progress
DOC00909,P00909,Sanction Letter,2024-04-03,2477000.0,Contractor_021,"Udaipur, Rajasthan",,"Document for project P00909. Type: Sanction Letter. Amount: 2477000.0. Contractor: Contractor_021. Location: Udaipur, Rajasthan.",In Progress
DOC00910,P00910,Utilization Certificate,2024-10-09,1536000.0,Contractor_049,"Nashik, Maharashtra",,"Document for project P00910. Type: Utilization Certificate. Amount: 1536000.0. Contractor: Contractor_049. Location: Nashik, Maharashtra.",In Progress
DOC00911,P00911,Completion Certificate,2024-05-27,383000.0,Contractor_017,"Kota, Rajasthan",,"Document for project P00911. Type: Completion Certificate. Amount: 383000.0. Contractor: Contractor_017. Location: Kota, Rajasthan.",Completed
DOC00912,P00912,Inspection Report,2024-12-02,1691000.0,Contractor_042,"Sambalpur, Odisha",,"Document for project P00912. Type: Inspection Report. Amount: 1691000.0. Contractor: Contractor_042. Location: Sambalpur, Odisha.",In Progress
DOC00913,P00913,Sanction Letter,2024-05-28,1206000.0,Contractor_033,"Belagavi, Karnataka",,"Document for project P00913. Type: Sanction Letter. Amount: 1206000.0. Contractor: Contractor_033. Location: Belagavi, Karnataka.",In Progress
DOC00914,P00914,Utilization Certificate,2024-05-18,1474000.0,Contractor_052,"Kota, Rajasthan",,"Document for project P00914. Type: Utilization Certificate. Amount: 1474000.0. Contractor: Contractor_052. Location: Kota, Rajasthan.",In Progress
DOC00915,P00915,Completion Certificate,2024-07-16,1951000.0,Contractor_030,"Ahmedabad, Gujarat",,"Document for project P00915. Type: Completion Certificate. Amount: 1951000.0. Contractor: Contractor_030. Location: Ahmedabad, Gujarat.",In Progress
DOC00916,P00916,Inspection Report,2024-11-13,1319000.0,Contractor_027,"Mysuru, Karnataka",,"Document for project P00916. Type: Inspection Report. Amount: 1319000.0. Contractor: Contractor_027. Location: Mysuru, Karnataka.",Completed
DOC00917,P00917,Sanction Letter,2024-07-09,413000.0,Contractor_055,"Hyderabad, Telangana",,"Document for project P00917. Type: Sanction Letter. Amount: 413000.0. Contractor: Contractor_055. Location: Hyderabad, Telangana.",In Progress
DOC00918,P00918,Utilization Certificate,2025-02-15,1753000.0,Contractor_023,"Kolkata, West Bengal",,"Document for project P00918. Type: Utilization Certificate. Amount: 1753000.0. Contractor: Contractor_023. Location: Kolkata, West Bengal.",Completed
DOC00919,P00919,Completion Certificate,2024-04-27,1271000.0,Contractor_018,"Cuttack, Odisha",,"Document for project P00919. Type: Completion Certificate. Amount: 1271000.0. Contractor: Contractor_018. Location: Cuttack, Odisha.",In Progress
DOC00920,P00920,Inspection Report,2024-10-25,7349000.0,Contractor_031,"Krishna, Andhra Pradesh",,"Document for project P00920. Type: Inspection Report. Amount: 7349000.0. Contractor: Contractor_031. Location: Krishna, Andhra Pradesh.",In Progress
DOC00921,P00921,Sanction Letter,2026-03-21,3191000.0,Contractor_015,"Hyderabad, Telangana",,"Document for project P00921. Type: Sanction Letter. Amount: 3191000.0. Contractor: Contractor_015. Location: Hyderabad, Telangana.",Delayed
DOC00922,P00922,Utilization Certificate,2024-03-16,2144000.0,Contractor_045,"Darjeeling, West Bengal",,"Document for project P00922. Type: Utilization Certificate. Amount: 2144000.0. Contractor: Contractor_045. Location: Darjeeling, West Bengal.",Delayed
DOC00923,P00923,Completion Certificate,2024-10-22,817000.0,Contractor_024,"Ganjam, Odisha",,"Document for project P00923. Type: Completion Certificate. Amount: 817000.0. Contractor: Contractor_024. Location: Ganjam, Odisha.",In Progress
DOC00924,P00924,Inspection Report,2025-06-18,1659000.0,Contractor_026,"Madurai, Tamil Nadu",,"Document for project P00924. Type: Inspection Report. Amount: 1659000.0. Contractor: Contractor_026. Location: Madurai, Tamil Nadu.",Delayed
DOC00925,P00925,Sanction Letter,2024-10-31,598000.0,Contractor_016,"Surat, Gujarat",,"Document for project P00925. Type: Sanction Letter. Amount: 598000.0. Contractor: Contractor_016. Location: Surat, Gujarat.",Delayed
DOC00926,P00926,Utilization Certificate,2025-11-13,2675000.0,Contractor_007,"Nizamabad, Telangana",,"Document for project P00926. Type: Utilization Certificate. Amount: 2675000.0. Contractor: Contractor_007. Location: Nizamabad, Telangana.",Completed
DOC00927,P00927,Completion Certificate,2025-10-10,990000.0,Contractor_060,"Madurai, Tamil Nadu",,"Document for project P00927. Type: Completion Certificate. Amount: 990000.0. Contractor: Contractor_060. Location: Madurai, Tamil Nadu.",In Progress
DOC00928,P00928,Inspection Report,2024-07-19,2087000.0,Contractor_007,"Pune, Maharashtra",,"Document for project P00928. Type: Inspection Report. Amount: 2087000.0. Contractor: Contractor_007. Location: Pune, Maharashtra.",In Progress
DOC00929,P00929,Sanction Letter,2024-09-25,1486000.0,Contractor_007,"Malda, West Bengal",,"Document for project P00929. Type: Sanction Letter. Amount: 1486000.0. Contractor: Contractor_007. Location: Malda, West Bengal.",In Progress
DOC00930,P00930,Utilization Certificate,2024-09-12,2058000.0,Contractor_018,"Hyderabad, Telangana",,"Document for project P00930. Type: Utilization Certificate. Amount: 2058000.0. Contractor: Contractor_018. Location: Hyderabad, Telangana.",In Progress
DOC00931,P00931,Completion Certificate,2024-04-24,2461000.0,Contractor_037,"Chennai, Tamil Nadu",,"Document for project P00931. Type: Completion Certificate. Amount: 2461000.0. Contractor: Contractor_037. Location: Chennai, Tamil Nadu.",In Progress
DOC00932,P00932,Inspection Report,2026-01-26,2483000.0,Contractor_026,"Pune, Maharashtra",,"Document for project P00932. Type: Inspection Report. Amount: 2483000.0. Contractor: Contractor_026. Location: Pune, Maharashtra.",In Progress
DOC00933,P00933,Sanction Letter,2024-12-26,1713000.0,Contractor_026,"Madurai, Tamil Nadu",,"Document for project P00933. Type: Sanction Letter. Amount: 1713000.0. Contractor: Contractor_026. Location: Madurai, Tamil Nadu.",In Progress
DOC00934,P00934,Utilization Certificate,2024-04-22,881000.0,Contractor_024,"Belagavi, Karnataka",,"Document for project P00934. Type: Utilization Certificate. Amount: 881000.0. Contractor: Contractor_024. Location: Belagavi, Karnataka.",Delayed
DOC00935,P00935,Completion Certificate,2025-11-17,583000.0,Contractor_012,"Krishna, Andhra Pradesh",,"Document for project P00935. Type: Completion Certificate. Amount: 583000.0. Contractor: Contractor_012. Location: Krishna, Andhra Pradesh.",In Progress
DOC00936,P00936,Inspection Report,2025-12-19,1119000.0,Contractor_027,"Howrah, West Bengal",,"Document for project P00936. Type: Inspection Report. Amount: 1119000.0. Contractor: Contractor_027. Location: Howrah, West Bengal.",Completed
